district,jiedao,juwei,project,address,match
宝山区,友谊路街道,白玉兰花园居委会,白玉兰,海江路667弄,
宝山区,友谊路街道,宝钢八村居委会,宝钢八村,盘古路477号西侧,"""60192b247e3a052fd4970ddd"""
宝山区,友谊路街道,宝钢二村居委会,宝钢二村,密山路团结路西侧,"""60192b5a7e3a052fd4970e9a"""
宝山区,友谊路街道,宝钢九村居委会,宝钢九村（南块）,盘古路591号东侧,
宝山区,友谊路街道,宝钢六村居委会,宝钢六村,友谊路221号东侧,"""60192b197e3a052fd4970db6"""
宝山区,友谊路街道,宝钢七村居委会,宝钢七村,盘古路388弄1号北侧,"""60192b137e3a052fd4970da2"""
宝山区,友谊路街道,宝钢三村居委会,密山路500弄,密山路98号东侧,
宝山区,友谊路街道,宝钢三村居委会,宝钢三村,友谊路密山路东侧,"""60192b5e7e3a052fd4970eab"""
宝山区,友谊路街道,宝钢三村居委会,密山新村,密山路98号东侧,"""60192af17e3a052fd4970d26"""
宝山区,友谊路街道,宝钢十一村居委会,宝钢十一村,友谊支路312号北侧,"""60192b177e3a052fd4970db1"""
宝山区,友谊路街道,宝钢四村居委会,宝钢四村,友谊路109号东侧,"""60192b597e3a052fd4970e95"""
宝山区,友谊路街道,宝钢五村居委会,宝钢五村,牡丹江路1769号北侧,"""60192b1f7e3a052fd4970dca"""
宝山区,友谊路街道,宝钢一村居委会,宝钢一村,密山路团结路东侧,"""60192b667e3a052fd4970ec1"""
宝山区,友谊路街道,宝林二村居委会,宝林二村（北块）,宝林路308号南侧,
宝山区,友谊路街道,宝林二村居委会,宝林二村（南块）,宝林路308号南侧,
宝山区,友谊路街道,宝林三村居委会,宝林路50弄,宝林路50弄,"""60192ac77e3a052fd4970c8d"""
宝山区,友谊路街道,宝林三村居委会,宝林三村,宝林路46号东侧,"""60192af47e3a052fd4970d2c"""
宝山区,友谊路街道,宝林四村居委会,宝林四村,密山路区环保局东侧,"""60192b127e3a052fd4970d9e"""
宝山区,友谊路街道,宝林五村居委会,宝林五村,密山路1号东侧,"""60192af17e3a052fd4970d2a"""
宝山区,友谊路街道,宝林一村居委会,宝林一村107-110号,宝林路友谊公园南侧,
宝山区,友谊路街道,宝林一村居委会,宝林一村（南块）,宝杨路海江二路北侧,
宝山区,友谊路街道,宝林一村居委会,宝林一村（西块）,牡丹江路1588号西侧,
宝山区,友谊路街道,宝林一村居委会,宝林一村（北块）,宝林路458号北侧,
宝山区,友谊路街道,宝山九村居委会,宝山九村（北块）,淞宝路1195号北侧,
宝山区,友谊路街道,宝山九村居委会,宝山九村（南块）,海江路265号东侧,
宝山区,友谊路街道,宝山三村居委会,宝山三村（东北块）,永乐路426号东侧,
宝山区,友谊路街道,宝山一村居委会,双城路2弄,塘后路285弄,"""60192acd7e3a052fd4970c9d"""
宝山区,友谊路街道,华能城市花园居委会,璟都新园,牡丹江路1378弄,"""60192b167e3a052fd4970dad"""
宝山区,友谊路街道,华能城市花园居委会,华能城市花园,牡丹江路1298弄,"""60192b627e3a052fd4970eb4"""
宝山区,友谊路街道,临江公园居委会,临江四村（南块）,盘古路131号东侧,
宝山区,友谊路街道,临江公园居委会,恺源景江苑,盘古路19弄,"""60192b527e3a052fd4970e81"""
宝山区,友谊路街道,临江公园居委会,宝城三村,东林路临江公园北侧,"""60192b1b7e3a052fd4970dbc"""
宝山区,友谊路街道,密山二村居委会,密山二村（东块）,"密山路广育小学东侧（50号-62号,64号-80号）",
宝山区,友谊路街道,密山二村居委会,密山二村（西块）,密山路广育小学西侧（1号-23号，26号-28号）,
宝山区,友谊路街道,同济公寓居委会,同济公寓,盘古路689弄,"""60192b167e3a052fd4970dab"""
宝山区,月浦镇,北岸君庭居委会,北岸郡庭,塔源路300、302弄,
宝山区,月浦镇,北岸君庭居委会,新丰花苑,鹤林路299弄、298弄、塔源路295弄,"""60192c987e3a052fd49712a6"""
宝山区,月浦镇,富浩河滨居委会,恒德苑,德都路58弄,"""60192ca37e3a052fd49712d4"""
宝山区,月浦镇,乐业二村居委会,春雷路354弄,春雷路354弄3号,
宝山区,月浦镇,乐业四村二居委会,月泉湾,德都路269弄37号,
宝山区,月浦镇,乐业四村二居委会,德都路165弄,德都路165弄,"""60192ced7e3a052fd49713b2"""
宝山区,月浦镇,盛桥二村居委会,盛桥二村北块（含250弄）,鹤林路,
宝山区,月浦镇,盛桥三村居委会,新月桃苑,塔源路258弄,"""60192c957e3a052fd497129e"""
宝山区,月浦镇,盛桥三村居委会,盛桥三村北块,鹤林路,
宝山区,月浦镇,盛桥四村居委会,盛桥四村西块,古莲路,
宝山区,月浦镇,盛桥四村居委会,宝华盛世,月川路33弄,
宝山区,月浦镇,月浦十村居委会,月浦十村,宝泉路65号二楼,"""60192ce77e3a052fd497139e"""
宝山区,月浦镇,月浦四村居委会,月浦四、六村,惠阳苑德都路399弄6号101,
宝山区,张庙街道,富浩居委会,富浩花园,虎林路800弄19号,"""60192ccd7e3a052fd4971354"""
宝山区,张庙街道,呼玛三村二居委会,呼玛三村二,呼玛三村196号甲,
宝山区,张庙街道,呼玛一村二居委会,呼玛一村二,呼玛一村165号101,
宝山区,张庙街道,虎林二居委会,虎二,泗塘二村28号,
宝山区,张庙街道,三湘盛世花苑居委会,三湘盛世花园,一二八纪念路688弄18号102室,"""60192cd47e3a052fd4971366"""
宝山区,张庙街道,泗塘六村居委会,泗塘六村,泗塘六村52号乙,"""60192c847e3a052fd497126d"""
宝山区,张庙街道,泗塘七村三居委会,昌鑫时代绿园,虎林路99弄,"""60192cd07e3a052fd497135e"""
宝山区,张庙街道,泗塘三村居委会,泗塘三村,虎林路329弄,"""60192cc67e3a052fd4971343"""
宝山区,张庙街道,通河二村居委会,通河二村,通河二村60号,"""60192c4c7e3a052fd49711cc"""
宝山区,张庙街道,通河九村居委会,昌鑫家园,通河路181号,"""60192c427e3a052fd49711ad"""
宝山区,张庙街道,通河九村居委会,昌鑫协和苑,一二八纪念路811弄,
宝山区,张庙街道,通河九村居委会,共江花苑,共江路1048弄,"""60192c427e3a052fd49711af"""
宝山区,张庙街道,通河九村居委会,好天缘,一二八纪念路933弄,
宝山区,张庙街道,通河七村二居委会,昌鑫世纪园,通河路129弄,"""60192c417e3a052fd49711a9"""
宝山区,张庙街道,通河七村二居委会,锦辉绿园,爱辉路28弄22号,"""60192c467e3a052fd49711b8"""
宝山区,张庙街道,通河七村一居委会,通河七村一,共江路758号,
宝山区,张庙街道,通河三村一居委会,通河三村,通河三村109号,"""60192cc17e3a052fd4971331"""
宝山区,张庙街道,通河三村一居委会,民悦苑,长江西路1959弄,"""60192cd87e3a052fd4971374"""
宝山区,张庙街道,通河四村一居委会,通河四村,通河四村30号,"""60192c4b7e3a052fd49711c4"""
宝山区,张庙街道,通河一村居委会,通河一村,通河一村109号,"""60192cd87e3a052fd4971376"""
崇明县,堡镇,电业社区居委会,云海小区,堡镇,
崇明县,堡镇,电业社区居委会,电力新村,堡镇中路366号,
崇明县,堡镇,电业社区居委会,博园小区,堡镇大通路139弄61号,
崇明县,堡镇,虹宝社区居委会,虹宝苑,虹宝苑618弄,"""60195d3b7e3a052fd497ac59"""
崇明县,堡镇,交通社区居委会,汇秀苑,堡中路355弄,
崇明县,堡镇,向阳社区居委会,向阳二村,向阳路,
崇明县,堡镇,新港社区居委会,天明小区,堡镇,
崇明县,堡镇,玉屏社区居委会,玉屏新村,堡港路,"""60195d397e3a052fd497ac55"""
崇明县,堡镇,玉屏社区居委会,向阳一村,向阳路北侧,
崇明县,堡镇,正大社区居委会,石岛苑,石岛路439弄,
崇明县,堡镇,正大社区居委会,兰凤小区,堡镇中路128号,
崇明县,堡镇,正大社区居委会,生产弄小区,生产弄,"""60195de17e3a052fd497ae62"""
崇明县,长兴镇,长兴家园居委会,长兴家园居住区,长兴,
崇明县,长兴镇,凤辰居委会,凤辰居住区,长兴,
崇明县,长兴镇,凤凰居委会,凤凰居住区,丰康路11号,
崇明县,长兴镇,江南滨江苑居委会,滨江苑居住区,长兴,
崇明县,长兴镇,鹭岛华庭居委会,鹭岛华庭居住区,长兴,
崇明县,长兴镇,前卫新村居委会,前卫新村,前卫新村22号,"""60195e187e3a052fd497af2c"""
崇明县,陈家镇,裕鸿佳苑居委会,裕鸿佳苑,裕盛路111弄；安振路88弄；裕国路581弄；裕国路328弄；安寓路99弄；安寓路100弄；安通路151弄；裕政路725弄；安通路1168弄；裕洲路151弄,"""60195e0f7e3a052fd497af0b"""
崇明县,陈家镇,裕鸿佳苑居委会,裕鸿佳苑第二工作站,安振路88弄|裕国路328弄,
崇明县,城桥镇,北门社区居委会,北门新村,崇明县城桥镇北门新村（北门路）,"""60191a2c7e3a052fd496d916"""
崇明县,城桥镇,城西居委会,西门北村,西门北村58号,"""60195dfa7e3a052fd497aebf"""
崇明县,城桥镇,城中居委会,城中小区,崇明县城桥镇城中小区（酱园弄）,
崇明县,城桥镇,川心街居委会,嘉年花苑,体育路58号；体育路128号,"""60195de27e3a052fd497ae68"""
崇明县,城桥镇,东河沿居委会,甘霖坊,崇明县城桥镇西门路96弄,"""60195dec7e3a052fd497ae8b"""
崇明县,城桥镇,东门新村居委会,东门二期,花鸟路,
崇明县,城桥镇,东门新村居委会,东门新村,崇明县城桥镇玉环路616弄,"""60195def7e3a052fd497ae96"""
崇明县,城桥镇,观潮新村居委会,观潮新村,崇明县城桥镇观潮新村（南门西路）,"""60195de87e3a052fd497ae78"""
崇明县,城桥镇,海岛星城居委会,海岛星城,崇明县城桥镇绿海路500弄,"""60195df87e3a052fd497aeb6"""
崇明县,城桥镇,海岛星城居委会,海岛星城二期、新城明月苑,绿海路501号,
崇明县,城桥镇,花园弄居委会,沁园村,新崇东路58弄,"""6019507f7e3a052fd49783cf"""
崇明县,城桥镇,花园弄居委会,富民街小区,崇明县城桥镇富民街小区（兴贤街）,
崇明县,城桥镇,江山新村居委会,江山新村,崇明县城桥镇玉环路543弄,"""60195df07e3a052fd497ae98"""
崇明县,城桥镇,江山新村居委会,寒山寺路小区,崇明县城桥镇寒山寺路小区（寒山寺路）,
崇明县,城桥镇,江山新村居委会,绿岛阳光,崇明县城桥镇东引路1号,
崇明县,城桥镇,金鳌山社区居委会,江海明都,翠竹路1188弄,
崇明县,城桥镇,金鳌山社区居委会,金鳌山公寓,翠竹路1388弄,
崇明县,城桥镇,金珠居委会,金珠花苑,崇明县城桥镇东引路877弄,"""60195df07e3a052fd497ae9a"""
崇明县,城桥镇,湄洲新村居委会,湄洲新村,崇明县城桥镇湄洲新村（学宫路、金门路）,
崇明县,城桥镇,明珠花苑居委会,明珠花园,崇明县城桥镇育麟桥路188弄,
崇明县,城桥镇,南门居委会,新崇南路小区,新崇南路,
崇明县,城桥镇,南门居委会,崇安路小区,崇明县城桥镇崇安路,
崇明县,城桥镇,吴家弄居委会,新崇西路小区,崇明县城桥镇新崇西路126号,
崇明县,城桥镇,西门北村居委会,西门北村,崇明县城桥镇西门北村（人民西路）,"""60195dfa7e3a052fd497aebf"""
崇明县,城桥镇,西门南村居委会,西门南村,崇明县城桥镇西门南村（人民西路）,"""60195de97e3a052fd497ae80"""
崇明县,城桥镇,西门南村居委会,物华小区,崇明县城桥镇物华小区（西门路）,
崇明县,城桥镇,西泯沟居委会,广安苑小区,崇明县城桥镇八一路769弄,
崇明县,城桥镇,西泯沟居委会,宝岛世纪园,崇明县城桥镇八一路599弄,"""60195dfc7e3a052fd497aec6"""
崇明县,城桥镇,小港新村居委会,小港新村,崇明县城桥镇小港新村（西门路、秀山路）,"""60195de57e3a052fd497ae6e"""
崇明县,城桥镇,新崇居委会,新崇西路小区,新崇西路126号,
崇明县,城桥镇,学宫新村居委会,东门路小区,崇明县城桥镇东门路,
崇明县,城桥镇,学宫新村居委会,学宫小区,崇明县城桥镇学宫路343号,
崇明县,城桥镇,怡祥居居委会,金月湾,西门路501弄,
崇明县,城桥镇,怡祥居居委会,怡祥居西苑,崇明县城桥镇三沙洪路315弄,"""60195de87e3a052fd497ae7a"""
崇明县,城桥镇,怡祥居居委会,怡祥居,崇明县城桥镇中街山路118号,"""60195de97e3a052fd497ae84"""
崇明县,城桥镇,永凤居委会,永凤花园,崇明县城桥镇北门路388号,"""60195dec7e3a052fd497ae89"""
崇明县,城桥镇,玉环新村居委会,天赐景城,玉环路98号,
崇明县,城桥镇,玉环新村居委会,玉环新村,崇明县城桥镇玉环新村（玉环路）,"""60195de57e3a052fd497ae70"""
崇明县,城桥镇,玉环新村居委会,达安小区,崇明县城桥镇玉环路8弄,
崇明县,横沙乡,东浜村村委会,东浜村,东浜村,
崇明县,横沙乡,东海村村委会,东海村,东海村,
崇明县,横沙乡,东兴村村委会,东兴村,东兴村,
崇明县,横沙乡,丰乐村村委会,丰乐村,丰乐村,
崇明县,横沙乡,富民村村委会,富民村,富民村,
崇明县,横沙乡,公平村村委会,公平村,公平村,
崇明县,横沙乡,海鸿村村委会,海鸿村,海鸿村,
崇明县,横沙乡,红旗村村委会,红旗村,红旗村,
崇明县,横沙乡,惠丰村村委会,惠丰村,惠丰村,
崇明县,横沙乡,江海村村委会,江海村,江海村,
崇明县,横沙乡,民东村村委会,民东村,民东村,
崇明县,横沙乡,民建村村委会,民建村,民建村,
崇明县,横沙乡,民生村村委会,民生村,民生村,
崇明县,横沙乡,民星村村委会,民星村,民星村,
崇明县,横沙乡,民永村村委会,民永村,民永村,
崇明县,横沙乡,新北村村委会,新北村,新北村,
崇明县,横沙乡,新春村村委会,新春村,新春村,
崇明县,横沙乡,新联村村委会,新联村,新联村,
崇明县,横沙乡,新民居委会,新民小区,新民小区,
崇明县,横沙乡,新永村村委会,新永村,新永村,
崇明县,横沙乡,兴隆村村委会,兴隆村,兴隆村,
崇明县,横沙乡,兴胜村村委会,兴胜村,海星路1号海鸿村民委员会,
崇明县,横沙乡,永发村村委会,永发村,永发村,
崇明县,横沙乡,永胜村村委会,永胜村,永胜村,
崇明县,横沙乡,增产村村委会,增产村,增产村,
崇明县,新河镇,新晨居委会,新晨小区,新晨路207号,
崇明县,新河镇,新景居委会,富景小区,新中路818号,
崇明县,新河镇,新景居委会,新景小区,新开河路458号,
崇明县,新河镇,新景居委会,新中小区,新中路738号,"""60193fc37e3a052fd4974e5f"""
崇明县,新河镇,新南居委会,新中居住区,新中路542号,
崇明县,新河镇,新源居委会,新源小区,唐家湾路369弄,
崇明县,新河镇,新舟居委,绿舟新城,新开河路800弄,
奉贤区,奉城镇,第四社区居委会,康碧苑,兰博路3151弄,"""601959f87e3a052fd497a209"""
奉贤区,奉城镇,第四社区居委会,奉城奉德苑东区,奉城邮电路269弄,
奉贤区,奉城镇,第四社区居委会,奉铭佳苑,邮电路到底,"""601959e77e3a052fd497a1ca"""
奉贤区,奉城镇,第四社区居委会,娜欧佳苑,兰博路2819弄,"""601959fb7e3a052fd497a212"""
奉贤区,奉城镇,洪庙第二社区居委会,洪庙银欣小区,洪庙路163弄,
奉贤区,奉浦社区,第九社区居委会,南桥新苑一期,环城东路885弄,
奉贤区,奉浦社区,第六社区居委会,聚贤煌都,奉浦开发区奉浦大道95弄,"""60195b0a7e3a052fd497a591"""
奉贤区,奉浦社区,第六社区居委会,景怡佳苑,环城东路499弄,"""60195aca7e3a052fd497a4e2"""
奉贤区,奉浦社区,第七社区居委会,恒龙,陈桥路599弄,
奉贤区,奉浦社区,第七社区居委会,秀月花苑,八字桥路828弄,
奉贤区,奉浦社区,第七社区居委会,上院佳庭,奉浦开发区韩村路780号,
奉贤区,奉浦社区,第四社区居委会,南桥新苑二期,环城东路885弄,
奉贤区,奉浦社区,第五社区居委会,九华苑,奉浦开发区国顺路369号对面,"""60195b427e3a052fd497a630"""
奉贤区,奉浦社区,第五社区居委会,景河苑,八字桥路599号,
奉贤区,奉浦社区,第五社区居委会,九华新苑,奉浦开发区国顺路369号北门,
奉贤区,奉浦社区,奉浦二居委会,同盛花苑,奉浦开发区陈桥路299弄,
奉贤区,奉浦社区,奉浦一居委会,商宝公寓,奉浦开发区韩宜路168弄,
奉贤区,奉浦社区,奉浦一居委会,锦梓家园,奉浦开发区航南公路5188号,"""60195a957e3a052fd497a442"""
奉贤区,奉浦社区,奉浦一居委会,玫瑰苑,八字桥路218号,
奉贤区,奉浦社区,奉浦一居委会,奉浦二村,奉浦开发区韩村路62号,"""60195b057e3a052fd497a586"""
奉贤区,奉浦社区,奉浦一居委会,奉浦苑,国顺路218号,"""60195b0b7e3a052fd497a595"""
奉贤区,海湾镇,星火二居委会,海滨新二村,海光路426号,
奉贤区,海湾镇,星火二居委会,海滨三村,海光路426号,"""60192b637e3a052fd4970eb6"""
奉贤区,海湾镇,星火二居委会,海滨新一村,海滨路88号,
奉贤区,海湾镇,星火一居委会,海滨二村,海光路81号,
奉贤区,海湾镇,星火一居委会,海滨一村,海滨路88号,
奉贤区,金海社区,恒盛居委会,恒盛湖畔豪庭89弄,泽丰路（泽丰路89弄北门口）,
奉贤区,金海社区,恒盛居委会,恒盛湖畔豪庭88弄,楚园路（泽丰路88弄西门口）,
奉贤区,金海社区,恒盛居委会,恒盛湖畔豪庭262弄,楚园路（泽丰路262弄东门口）,
奉贤区,金海社区,金水佳苑居委会,金水佳苑,金海社区广丰路100弄,"""60195b397e3a052fd497a618"""
奉贤区,金海社区,金水新苑社区居委会,金水新苑,金齐路348弄,"""60195b3b7e3a052fd497a61c"""
奉贤区,金海社区,金水苑社区居委会,金水苑,金齐路188弄,"""60195b417e3a052fd497a62c"""
奉贤区,金汇镇,金碧社区居委会,金碧汇虹苑,大叶公路金碧路1980弄98号,"""601959687e3a052fd497a012"""
奉贤区,金汇镇,金汇镇居委会,金汇东街小区,金汇金钱路东街,
奉贤区,金汇镇,泰绿社区居委会,绿色家园,金汇镇大叶公路6698号,"""6019595f7e3a052fd4979ff7"""
奉贤区,南桥镇,北街居委会,北街小区,新建中路北至运河、人民北路以东,
奉贤区,南桥镇,贝港第二居委会,贝港五区,东至贝港河、南至解放西路、西至秀南一支路、北至新建西路,
奉贤区,南桥镇,贝港第二居委会,贝港四区,东至秀南一支路、南至解放西路、西至秀南路、北至新建西路,
奉贤区,南桥镇,贝港第六社区居委会,众旺苑,东至环城西路、南至解放西路、西至竹港河、北至新建西路,"""60195b3d7e3a052fd497a61e"""
奉贤区,南桥镇,贝港第三居委会,贝港一区,东至秀南路、南至新建西路、西至环城西路、北至浦南运河,
奉贤区,南桥镇,贝港第四居委会,贝港六区,东至秀南路、南至南中路、西至环城西路、北至解放西路,
奉贤区,南桥镇,贝港第四居委会,贝港三区,东至秀南路、南至解放西路、西至环城西路、北至新建西路,
奉贤区,南桥镇,贝港第五居委会,贝港花苑,东至环城西路、南至南亭公路、西至竹港河、北至解放西路,"""60195b387e3a052fd497a615"""
奉贤区,南桥镇,贝港第一居委会,申凡苑,南亭公路360弄,"""60195aa07e3a052fd497a466"""
奉贤区,南桥镇,贝港第一居委会,贝港七区,东至贝港河、南至南中路、西至秀南一支路、北至解放西路,
奉贤区,南桥镇,富康社区居委会,浦南园,环城东路1857弄,"""60195ae67e3a052fd497a531"""
奉贤区,南桥镇,富康社区居委会,普康苑,环城东路2066弄,"""60195ae67e3a052fd497a52f"""
奉贤区,南桥镇,富康社区居委会,富康花苑,环城南路317弄,"""60195a987e3a052fd497a44d"""
奉贤区,南桥镇,古华第二居委会,曙光新村,东至环城东路南至南奉公路西至古华中学北至曙光路,
奉贤区,南桥镇,古华第三居委会,万隆花苑,南桥镇新建东路562号,"""60195aa97e3a052fd497a485"""
奉贤区,南桥镇,古华第三居委会,古华A区,南桥镇解放东路1201号,"""601a39a07e3a052fd49a4ff0"""
奉贤区,南桥镇,古华第三居委会,良友新村,南桥镇解放东路1182弄,"""60195ace7e3a052fd497a4ed"""
奉贤区,南桥镇,古华第一居委会,望园楼,振贤路36号,"""60195a7f7e3a052fd497a3f1"""
奉贤区,南桥镇,古华第一居委会,古华一村北区,东至古华路、南至曙光路、西至城乡路、北至解放路,
奉贤区,南桥镇,江海第二居委会,江海九区,东至菜场二支路、南至秀龙路、西至贝港河、北至南亭公路,
奉贤区,南桥镇,江海第二居委会,江海二区,东至菜场路，南至育秀路西至贝港河、北至秀龙路（江海九区）,
奉贤区,南桥镇,江海第三居委会,江海三区,东至南星路，西至菜场路北至轿行路，南至环城南路,
奉贤区,南桥镇,江海第五居委会,锦绣公寓,江海路182号,
奉贤区,南桥镇,江海第五居委会,江海花园（北部）,江海花园中横河以北,
奉贤区,南桥镇,江海第一居委会,江海一区,东至江海路，南至秀龙路西至南星路，北至南亭公路,
奉贤区,南桥镇,解放第二居委会,紫荆公寓,南亭公路6号,"""60195abf7e3a052fd497a4c3"""
奉贤区,南桥镇,解放第三居委会,解放四区,东至体育场路、南至解放西路、西至贝港河、北至新建路,
奉贤区,南桥镇,解放第三居委会,江海九区,解放新村346号—362号,
奉贤区,南桥镇,解放第一居委会,新泰馨苑,新建西路129号,"""60195a057e3a052fd497a231"""
奉贤区,南桥镇,解放第一居委会,化工小区,东至红通园、南至化工路、西至绿地官邸、北至浦南运河|新建西路56弄|新建西路88弄|新建西路56弄亿阳公寓|化工路62弄,
奉贤区,南桥镇,民旺苑第一社区居委会,民旺苑一村,东至环城西路、南至浦东运河、西至竹港河、北至运河北路,
奉贤区,南桥镇,南街居委会,育秀一区,南桥育秀路438号,"""60195af37e3a052fd497a559"""
奉贤区,南桥镇,南街居委会,南亭公寓,南桥镇育秀路496号,"""60195aa87e3a052fd497a47e"""
奉贤区,南桥镇,南街居委会,育秀公寓,南桥镇南奉公路1号,"""60195a8e7e3a052fd497a426"""
奉贤区,南桥镇,南街居委会,申凡公寓,南桥镇南奉公路，华苑路口,"""60195a7b7e3a052fd497a3e5"""
奉贤区,南桥镇,曙光第二社区居委会,蓝天苑,南桥镇远东路2707号,"""60195a027e3a052fd497a228"""
奉贤区,南桥镇,曙光第二社区居委会,万龙新村,南桥镇新建东路388号,"""60195ada7e3a052fd497a50d"""
奉贤区,南桥镇,曙光第一居委会,曙光新区,南桥镇解放路-建贤路南,"""60195ad57e3a052fd497a502"""
奉贤区,南桥镇,曙光第一居委会,华龙公寓,解放路809号,
奉贤区,南桥镇,曙光第一居委会,曙光新苑,南桥镇解放路-建贤路南,"""60195aeb7e3a052fd497a540"""
奉贤区,南桥镇,阳光第二社区居委会,阳光四季园,育秀路1288弄,"""60195b2f7e3a052fd497a5ff"""
奉贤区,南桥镇,阳光第二社区居委会,通阳公寓,通阳路250弄,"""60195a887e3a052fd497a414"""
奉贤区,南桥镇,阳光第二社区居委会,南桥雅苑,环城南路1000弄,
奉贤区,南桥镇,阳光第三社区居委会,阳光春城,环城南路1128弄阳光春城,"""60195ad47e3a052fd497a4ff"""
奉贤区,南桥镇,阳光第三社区居委会,阳光家园,育秀路1428弄,"""60195b297e3a052fd497a5ee"""
奉贤区,南桥镇,阳光第三社区居委会,阳光四期,环城西路285弄,
奉贤区,南桥镇,阳光第一社区居委会,阳光二期,环城南路1309弄,
奉贤区,南桥镇,阳光第一社区居委会,五星花园,五星中心路828号,"""6019155d7e3a052fd496cc40"""
奉贤区,南桥镇,育秀第二居委会,育秀六区,南桥镇育秀路-人民路往东（北门）,"""60195afb7e3a052fd497a56f"""
奉贤区,南桥镇,育秀第二居委会,育秀五区,南桥镇育秀路南江海路东,"""60195af77e3a052fd497a561"""
奉贤区,南桥镇,育秀第七居委会,育秀十一小区,东至新横泾港，南至南港路西至环城东路，北至育秀路,
奉贤区,南桥镇,育秀第七居委会,育秀四区,东至新横泾港，南至育秀路西至环城东路，北至南奉公路,"""60195aec7e3a052fd497a542"""
奉贤区,南桥镇,育秀第一居委会,育秀二小区,育秀路288号东侧（气象路东侧）,
奉贤区,南桥镇,育秀第一居委会,育秀七区,育秀路207号以南,"""60195a017e3a052fd497a224"""
奉贤区,南桥镇,运河居委会,塘南小区,东至环城东路、南至解放中路、西至古华园路、北至航星新村,"""60191e9b7e3a052fd496e637"""
奉贤区,南桥镇,运河居委会,奉苑新村,东至环城东路、南至新建中路、西至运河二村、北至浦东运河,"""60195ab27e3a052fd497a49d"""
奉贤区,南桥镇,运河居委会,运河一村,新建中路370号,
奉贤区,南桥镇,运河居委会,航星新村,新建中路44号,"""60195a9d7e3a052fd497a45c"""
奉贤区,南桥镇,正阳第二社区居委会,英伦风情,南桥镇正环路888弄1号到32号,
奉贤区,南桥镇,正阳第二社区居委会,米兰风尚,正环路888弄,
奉贤区,南桥镇,正阳第二社区居委会,莱茵之恋,正环路889弄1号32号,
奉贤区,南桥镇,正阳第三社区居委会,丽骏湾,正环路666弄12号底楼,
奉贤区,南桥镇,正阳第三社区居委会,正阳领郡,正环路669弄,"""60195a077e3a052fd497a233"""
奉贤区,南桥镇,正阳第一社区居委会,行知苑,南奉公路8889弄150~160号、163~170号,
奉贤区,南桥镇,正阳第一社区居委会,文华苑（西块）,南奉公路8889弄191号~231号,
奉贤区,南桥镇,正阳第一社区居委会,名仕苑,南奉公路8889弄132号~149号,"""601932b47e3a052fd49725dc"""
奉贤区,南桥镇,中街居委会,中街小区,南中路98弄|人民中路191弄|南新新村|解放中路|宏伟路33弄,
奉贤区,青村镇,北唐村村委会,北唐新苑,南明路106号东侧,"""60195ba87e3a052fd497a72f"""
奉贤区,青村镇,北唐村村委会,北唐和景苑,青村人民路445弄,
奉贤区,青村镇,北唐村村委会,北港小区,青村镇人民路1301-1346号,
奉贤区,青村镇,岳和村村委会,岳和新苑,南奉公路3462弄1-14号,
奉贤区,上海海港综合经济开发区,海港新苑社区居委会,海港新苑,新四平公路467弄,
奉贤区,上海海港综合经济开发区,海港新苑社区居委会,海港新苑（二、三期）,新四平公路467弄,
奉贤区,上海市奉贤区海湾旅游区,第二社区居委会,招商海廷,人民塘路1018弄,"""601959aa7e3a052fd497a0ec"""
奉贤区,上海市奉贤区海湾旅游区,第二社区居委会,碧海金沙嘉苑,海湾旅游区海马路5888弄,
奉贤区,上海市奉贤区海湾旅游区,海湾居委会,新家园小区,农机路89弄,
奉贤区,四团镇,锦港佳苑社区居委会,锦港佳苑1期,港佳路515弄,
奉贤区,四团镇,平安居委会,平苑小区,平安社区安居路58弄,"""60195b5b7e3a052fd497a674"""
奉贤区,四团镇,平安居委会,平安富邸,平安镇海旗路1518号,"""60195b607e3a052fd497a683"""
奉贤区,四团镇,四团居委会,天鹏四区,四团镇天鹏街|市场路46弄,"""60195b557e3a052fd497a664"""
奉贤区,四团镇,四团居委会,天鹏三区,四团镇天鹏街,
奉贤区,四团镇,四团居委会,文广苑小区,四团镇鹏贸南街99弄,
奉贤区,四团镇,四团居委会,滨河新苑,四新南街南首,"""60195b487e3a052fd497a63a"""
奉贤区,四团镇,四团居委会,天鹏2区,四团镇天鹏街,
奉贤区,西渡街道,鸿宝第三社区居委会,鸿吉苑,鸿乐路191号,"""60195bbb7e3a052fd497a767"""
奉贤区,西渡街道,浦江居委会,浦江花园,沪杭公路303弄,"""60195bc77e3a052fd497a786"""
奉贤区,西渡街道,水岸社区居委会,水岸家苑（二期）,南桥镇西闸路1800号,
奉贤区,西渡街道,水闸居委会,锦港新村,闸园路142号,"""60195b917e3a052fd497a6fa"""
奉贤区,西渡街道,水闸居委会,水闸小区,沪杭公路149号,"""601a3a4c7e3a052fd49a517b"""
奉贤区,西渡街道,文怡社区居委会,紫菊新苑,西闸路1358号,"""60195bb17e3a052fd497a74c"""
奉贤区,西渡街道,文怡社区居委会,大桥公寓,南桥镇西闸路1187号,"""60195bb07e3a052fd497a745"""
奉贤区,柘林镇,海畔新村社区居委会,海畔家园,柘林镇苍工路259弄,
奉贤区,柘林镇,胡桥居委会,胡桥苑,胡桥社区小学路26弄,"""60195ba57e3a052fd497a728"""
奉贤区,柘林镇,新寺居委会,新寺三村,柘林镇新北路96弄,
